Id,Kazakh,Russian,English,Level
3939,гимназия,гимназия,gymnasium,B2
3940,фабрика,фабрика,factory,B2
3941,Қатысым,Коммуникация,Communication,B2
3942,телефон,телефон,telephone,B2
3943,газет,газет,newspaper,B2
3944,Cөйлесім,Общение,Communication,B2
3945,ана тілі,родной язык,mother-tongue,B2
3946,көмек,помощь,help,B2
3947,акцент,акцент,accent,B2
3948,диалект,диалект,dialect,B2
3949,диалог,диалог,interview,B2
3950,сыпайылық,вежливость,politeness,B2
3951,дөрекілік,грубость,rudeness,B2
3952,әдепсіздік,"невежливость, бестактность",impudence,B2
3953,кеңес беру,дать совет,to give advice,B2
3954,пікірталас,диспут,dispute,B2
3955,алғыс,благодарность,gratitude,B2
3956,рұқсат беру,разрешить,to resolve,B2
3957,тыйым салу,запрещение,prohibition,B2
3958,Визит,Визит,Visit,B2
3959,жылы қарсы алу,теплый прием,"warm, hearty, cordial welcome",B2
3960,қол алысу,рукопожатие,hand shake,B2
3961,Қарым-қатынас әдебі,Этикет,Etiquette,B2
3962,кешірім сұрау,просить прощение,to ask a pardon,B2
3963,Менің атым ...,Меня зовут ...,My name is …,B2
3964,Менің тегім ...,Моя фамилия ...,My surname is,B2
3965,Ертеңге дейін!,До завтра!,Have a nice day!,B2
3966,Әзірге,Пока!,Bye-bye!,B2
3967,Өзіңізді қалай сезінесіз?,Как вы себя чувствуете?,How are you?,B2
3968,Айып етпеңіз!,Простите,"Pardon, excuse me!",B2
3969,"Ештеңе емес, алаңдамаңыз","Ничего, не беспокойтесь.",Don’t worry.,B2
3970,"Кешіріңіз, сіз білесіз бе ... ?","Извините, не знаете ли вы ...?","Sorry, don’t  you know…?",B2
3971,Мерекеңізмен!,С праздником!,Congratulations!,B2
3972,Халыңыз қалай?,Как дела?,How are you?,B2
3973,Денсаулығыңыз қалай?,Как (ваше) здоровье?,How are you?,B2
3974,Сізді көргеніме қуаныштымын.,Рад вас видеть.,Glad to see you.,B2
3975,Туған күніңмен!,С днем рождения!,Happy birthday!,B2
3976,Алло!,Алло!,Hallo!,B2
3977,Жақсылық тілеймін,Всего хорошего!,Good-bye! All the best!,B2
3978,Бәрі жақсы болсын!,Всего доброго!,Have a nice day!,B2
3979,Мырзалар!,Господа!,Dear gentlemen!,B2
3980,Асқаров мырза!,господин Аскаров!,Mr. Askarov!,B2
3981,Гүлжан ханым!,госпожа Гульжан!,Missis Gulzhan,B2
3982,Қымбатты дос!,Дорогой друг!,Dear friend!,B2
3983,Қымбатты достар!,Дорогие друзья!,Dear friends!,B2
3984,Қымбатты Айнұр Рахманқызы!,Дорогая Айнур Рахмановна!,Dear Ainur Rakhmanovna!,B2
3985,Әріптестер!,Коллеги!,Сolleagues!,B2
3986,Құрметті әріптестер!,Уважаемые коллеги!,Dear colleagues!,B2
3987,Өте қуаныштымын!,Очень рад(а)!,I’m glad to…,B2
3988,Өкінішке орай.,К сожалению ...,Unfortunately,B2
3989,Өкінішті,Очень жаль,It is a thousand pities,B2
3990,Құрметті қонақтар,Уважаемые гости,Dear  guests,B2
3991,Қыздар!,Девушки!,Ladies!,B2
3992,Айналайын,Милая/милый (найболее употребительная форма веж- ливости и одновременно ла- скового обрашения старших по возрасту к младшим),Dear!,B2
3993,Жеңгей!,форма вежливого обращения к женщине,Madam,B2
3994,жерлес,земляк,сountry man,B2
3995,Жігіттер!,Парни! Ребята!,Guys!,B2
3996,Тыңдаңызшы,Послушайте,Look here!,B2
3997,халайық!,люди!,Dear people!,B2
3998,ханымдар мен мырзалар,дамы и господа,Ladies and gentlemen!,B2
3999,"Кешіріңіз, кешірерсіз.",Извините.,"Excuse me, Pardon",B2
4000,Біз құптаймыз.,Мы согласны.,We agree.,B2
4001,Мен құптаймын.,Cогласен/согласна,I agree.,B2
4002,Ғафу етіңіз.,Простите.,"Excuse me, I’m sorry",B2
4003,Міндетті түрде.,Обязательно.,surely/certainly/by all means,B2
4004,Сөзсіз.,Безусловно.,certainly/absolutely,B2
4005,"Иә, бұл мен.","Да, это я.","Yes, it’s me.",B2
4006,"Мақұл, жарайды.",Ладно.,Well! All right.,B2
4007,Жақсы.,Хорошо,All right.,B2
4008,"Жарайды, әрине.","Да, конечно.",Of course.,B2
4009,Мүмкін.,Возможно.,Maybe.,B2
4010,Өте жақсы.,Очень хорошо.,Very good.,B2
4011,"Иә, мейліңіз.","Да, пожалуйста.","Yes, please.",B2
4012,Мен қарсы емеспін.,Я не возражаю.,I do not mind.,B2
4013,Жоққа шығару,Отрицание,Negation,B2
4014,Болмайды.,Нельзя.,"No, you don’t.",B2
4015,"Жоқ, рахмет.","Нет, спасибо.","No, thank you.",B2
4016,Біз келіспейміз.,Мы не согласны.,We don’t agree (with)…,B2
4017,Білмейміз Бұл менің қолымнан,Не знаем,We do not know.,B2
4018,келмейді.,Это не в моих силах.,It’s quite impossible.,B2
4019,Құптамаймын.,Не поддерживаю.,I hold no brief for/ I don’t support.,B2
4020,Бұл мүмкін емес.,Это невозможно.,It’s impossible.,B2
4021,Бұл біздің қолымыздан,Это не в наших силах.,We can not handle this/,B2
4022,Бұлай болуы мүмкін емес.,Это исключено.,It is out of the question.,B2
4023,Бұлай істей алмаймын,Я не могу этого сделать.,I cannot do  it like this.,B2
4024,Сенікі дұрыс емес.,Ты не прав(а).,You are not right.,B2
4025,Сіз қателесесіз.,Вы ошибаетесь.,You are mistaken.,B2
4026,Аман – сау бол!,Будь здоров! До свидания!,Good bye!,B2
4027,"Ал, сау бол!","Ну, до свидания! Пока!","Bye, bye!",B2
4028,Қош бол!,Счастливо оставаться!,Good luck!,B2
4029,Сәлем айт!,Передай привет!,Best regards to…,B2
4030,Кіруге бола ма?,Можно войти?,May I come in?,B2
4031,Әпере салыңызшы!,"Подайте, пожалуйста!",Could you pass it to me?,B2
4032,Есікті жабыңызшы!,"Закройте дверь, пожалуйста!",Could you  close the door?,B2
4033,Түсіндіріңізші!,"Объясните, пожалуйста!",Could you explain  to me?,B2
4034,"Айналайын, көмектесіңізші!","Помогите, пожалуйста","Please, help me.",B2
4035,Айып етпеңіз.,Извините.,Еxcuse me.,B2
4036,Мұнда әкеліңізші!,Принесите.,Could you bring it?,B2
4037,Өзіңіз алыңызшы.,"Сами возьмите, пожалуйста.",Could you take it yourself?,B2
4038,Сізден өтінемін.,Прошу вас.,Could you do a favour?,B2
4039,Абыржымаңыз.,Не волнуйтесь.,Don’t worry.,B2
4040,Айтып жіберіңізші.,"Подскажите, пожалуйста",Could you tell me?,B2
4041,Көмектесіп жіберіңізші.,"Помогите, пожалуйста",Could you help me?,B2
4042,Сабыр етіңізші.,"Успокойтесть, пожалуйста.",Take it easy.,B2
4043,Сәл кідіріңізші. МӘДЕНИЕТ,Подождите немного.,Wait a little.,B2
